"","ortho","klatt","neighbors","degree","c"
"16328","stein","stYn","sYn;spYn;sten;stRn;stYl;ston;st^n;stY;swYn;tYn",10,0.244444444444444
"16329","stellar","stElX","sElX;stElT",2,0
"16330","stem","stEm","stEr;stEd;stim;stEp",4,0.5
"16331","stench","stEnC","stcnC",1,NA
"16332","stencil","stEnsL","tEnsL",1,NA
"16333","stenographic","stEnxgr@fIk","",0,NA
"16334","stenography","st|nagrxfi","",0,NA
"16335","stentorian","stEntorixn","",0,NA
"16336","step","stEp","stEr;stEd;stip;stEm;stup;stap",6,0.4
"16337","stepbrother","stEpbr^DX","",0,NA
"16338","stepsister","stEpsIstX","",0,NA
"16339","stereo","stErio","",0,NA
"16340","stereophonic","stErixfanIk","",0,NA
"16341","stereoscope","stErixskop","",0,NA
"16342","stereoscopic","stErixskapIk","",0,NA
"16343","stereoscopy","stEriaskxpi","",0,NA
"16344","stereotype","stErixtYp","",0,NA
"16345","sterile","stErL","stEr",1,NA
"16346","sterility","stXIl|ti","",0,NA
"16347","sterilization","stErLxzeS|n","",0,NA
"16348","sterilize","stErxlYz","stErxlYzX",1,NA
"16349","sterilizer","stErxlYzX","stErxlYz",1,NA
"16350","sterling","stRlIG","",0,NA
"16351","stern","stRn","xstRn;sotRn;spRn;sten;stYn;stRnL;stR;ston;st^n;tRn",10,0.133333333333333
"16352","sternal","stRnL","ItRnL;stRn",2,0
"16353","sternum","stRnxm","",0,NA
"16354","stethoscope","stETxskop","",0,NA
"16355","stevedore","stivxdor","",0,NA
"16356","stew","stu","slu;ste;stR;stuJ;stul;stup;sto;stru;stY;su;sRtu;tu;tu",13,0.153846153846154
"16357","steward","stuXd","",0,NA
"16358","stick","stIk","@tIk;sIk;slIk;st@k;stek;stck;stIr;stIki;stIf;stIl;stIG;stIGk;stIC;stak;stoIk;stok;st^k;tIk",18,0.196078431372549
"16359","stickler","stIkLX","",0,NA
"16360","sticky","stIki","stIk;staki",2,0
"16361","stiff","stIf","skIf;snIf;st@f;stIr;stIk;stIl;stIG;stIC;st^f;tIf",10,0.266666666666667
"16362","stifle","stYfL","",0,NA
"16363","stigma","stIgmx","",0,NA
"16364","stigmata","stIgmatx","",0,NA
"16365","stigmatic","stIgm@tIk","",0,NA
"16366","stigmatize","stIgmxtYz","",0,NA
"16367","stile","stYl","smYl;stel;stcl;stil;stYn;stIl;stol;stul;stY;tYl",10,0.355555555555556
"16368","stiletto","st|lEto","",0,NA
"16369","still","stIl","sIl;skIl;spIl;stel;stcl;stil;stIr;stIk;stIf;stYl;stIlt;stIG;stIC;stol;stul;swIl;tIl",17,0.235294117647059
"16370","stillborn","stIlborn","",0,NA
"16371","stilt","stIlt","xtIlt;sIlt;spIlt;stIl;stIltN;stInt;tIlt",7,0.142857142857143
"16372","stilted","stIlt|d","",0,NA
"16373","Stilton","stIltN","stIlt",1,NA
"16374","stimulant","stImyUlxnt","",0,NA
"16375","stimulation","stImyUleS|n","sImyUleS|n;stIpyUleS|n",2,0
"16376","stimulative","stImyUletIv","",0,NA
"16377","stimulus","stImyUlxs","",0,NA
"16378","sting","stIG","WtIG;soIG;sIG;slIG;stIr;stIk;stIf;stIl;stIGk;stIC;strIG;st^G;sutIG;swIG",14,0.186813186813187
"16379","stingy","stInJi","",0,NA
"16380","stink","stIGk","sIGk;slIGk;st@Gk;stIk;stIG;st^Gk",6,0.2
"16381","stint","stInt","stIlt;st^nt;tInt",3,0
"16382","stipend","stYpEnd","",0,NA
"16383","stipple","stIpL","stepL;stipL;tIpL",3,0.333333333333333
"16384","stipulate","stIpyUlet","",0,NA
"16385","stipulation","stIpyUleS|n","stImyUleS|n",1,NA
"16386","stir","stR","xstR;sR;slR;spR;ste;stRn;stu;sto;stY",9,0.25
"16387","stirrup","stRxp","sRxp",1,NA
"16388","stitch","stIC","snIC;stIr;stIk;stIf;stIl;stIG;swIC",7,0.523809523809524
"16389","stoat","stot","smot;stet;stok;stol;ston;stor;stWt;stov;sto;tot",10,0.355555555555556
"16390","stock","stak","smak;sak;st@k;stek;stck;star;stark;stIk;staki;stok;stap;st^k",12,0.272727272727273
"16391","stockade","staked","",0,NA
"16392","stockbroker","stakbrokX","",0,NA
"16393","stockholder","stakholdX","",0,NA
"16394","stockinet","stakxnEt","",0,NA
"16395","stocking","stakIG","",0,NA
"16396","stockpile","stakpYl","",0,NA
"16397","stocky","staki","saki;stIki;stak;staJi",4,0
"16398","stockyard","stakyard","",0,NA
"16399","stodgy","staJi","steJi;staki",2,0
"16400","stoic","stoIk","stIk;stoIkL;stok;stork",4,0.333333333333333
"16401","stoical","stoIkL","stoIk",1,NA
"16402","stoicism","stoxsIzM","",0,NA
"16403","stoke","stok","smok;sok;spok;st@k;stek;stck;stIk;stot;stak;stoIk;stol;ston;stor;stork;stov;sto;strok;st^k;tok",19,0.216374269005848
"16404","stole","stol","sol;stel;stcl;stil;stYl;stIl;stot;stok;ston;stul;stor;stov;sto;strol;tol",15,0.295238095238095
"16405","stolen","stolxn","",0,NA
"16406","stolid","stalxd","",0,NA
"16407","stolidity","stalId|ti","",0,NA
"16408","stolidly","stalxdli","salxdli",1,NA
"16409","stomach","st^mxk","",0,NA
"16410","stomacher","st^mIkX","",0,NA
"16411","stone","ston","xton;skon;son;sten;stYn;stRn;stot;stok;stol;stor;stov;sto;st^n;ton",14,0.263736263736264
"16412","stood","stUd","sted;stEd;stid;st^d",4,1
"16413","stooge","stuJ","steJ;stu;stul;stup",4,0.5
"16414","stool","stul","skul;spul;stel;stcl;stil;stu;stYl;stIl;stol;stuJ;stup;tul",12,0.287878787878788
"16415","stoop","stup","skup;slup;snup;sup;stip;stEp;stu;stuJ;stul;stap;stupX;swup",12,0.242424242424242
"16416","stop","stap","xtap;slap;sap;star;stip;stEp;stak;stup;strap;swap;tap",11,0.163636363636364
"16417","stopwatch","stapwcC","",0,NA
"16418","storage","storIJ","stIrIJ",1,NA
"16419","store","stor","skor;snor;sor;spor;stEr;star;stIr;stot;stok;stol;ston;stork;storm;stori;stov;sto;swor;tor",18,0.215686274509804
"16420","storeroom","storrum","",0,NA
"16421","storied","storid","stori",1,NA
"16422","stork","stork","stark;stoIk;stok;stor;storm;stori;tork",7,0.238095238095238
"16423","storm","storm","stor;stork;stori;sworm",4,0.5
"16424","story","stori","stor;storid;stork;storm;tori",5,0.3
"16425","stotinka","stotIGkx","",0,NA
"16426","stout","stWt","skWt;snWt;spWt;stet;stot;tWt",6,0.266666666666667
"16427","stove","stov","stev;stot;stok;stol;ston;stor;sto;strov",8,0.535714285714286
"16428","stow","sto","cto;so;slo;ste;stu;stR;stot;stok;stol;ston;stor;stov;stY;to",14,0.263736263736264
"16429","straddle","str@dL","xstr@dL;str@gL",2,0
"16430","strafe","stref","stret;stren;stre;strYf",4,0.5
"16431","straggle","str@gL","str@dL;str@GgL;str^gL",3,0
"16432","straight","stret","stet;stref;stretN;stren;stre;strit;str^t;tret",8,0.142857142857143
"16433","straighten","stretN","stret",1,NA
"16434","straightforward","stretforwXd","",0,NA
"16435","straightway","stretwe","",0,NA
"16436","strain","stren","Ystren;spren;sten;stref;stret;strenJ;stre;strun;tren",9,0.0833333333333333
"16437","strand","str@nd","st@nd",1,NA
"16438","strange","strenJ","IstrenJ;stren;strenJX",3,0
"16439","stranger","strenJX","strenJ",1,NA
"16440","strangle","str@GgL","str@gL",1,NA
"16441","strangulate","str@GgyUlet","",0,NA
"16442","strangulation","str@GgyUleS|n","",0,NA
"16443","strap","str@p","setr@p;skr@p;strIp;strYp;strap;tr@p",6,0.2
"16444","strapping","str@pIG","",0,NA
"16445","stratagem","str@t|J|m","",0,NA
"16446","strategic","strxtiJIk","",0,NA
"16447","strategist","str@t|J|st","",0,NA
"16448","strategy","str@t|Ji","",0,NA
"16449","stratification","str@t|fxkeS|n","",0,NA
"16450","stratify","str@t|fY","",0,NA
"16451","stratosphere","str@t|sfIr","",0,NA
"16452","stratospheric","str@t|sfIrIk","",0,NA
"16453","stratum","str@tM","",0,NA
"16454","straw","strc","stre;stru;strcG",3,0.333333333333333
"16455","stray","stre","xstre;utre;spre;ste;stref;stret;stren;strc;stru;tre",10,0.111111111111111
"16456","streak","strik","strim;strit;strix;strYk;strok;str^k",6,0.4
"16457","stream","strim","skrim;stim;strik;strit;strix;str^m",6,0.2
"16458","streamlined","strimlYnd","",0,NA
"16459","street","strit","stret;strik;strim;strix;str^t;trit",6,0.266666666666667
"16460","strength","strEGT","",0,NA
"16461","strengthen","strEGT|n","",0,NA
"16462","strenuous","strEnyuxs","",0,NA
"16463","streptococcus","strEptxkak|s","",0,NA
"16464","stress","strEs","strEC;trEs",2,0
"16465","stretch","strEC","strEs",1,NA
"16466","strew","stru","skru;stu;strc;stre;strun;tru",6,0.0666666666666667
"16467","strewn","strun","stren;stru",2,0
"16468","stria","strix","strik;strim;strit",3,1
"16469","striation","strYeS|n","",0,NA
"16470","stricken","strIk|n","",0,NA
"16471","strict","strIkt","",0,NA
"16472","stricture","strIkCX","str^kCX",1,NA
"16473","stridden","strIdN","",0,NA
"16474","stride","strYd","xstrYd;strYf;strYk;strYp;strYv;strod;trYd",7,0.285714285714286
"16475","strident","strYdNt","trYdNt",1,NA
"16476","striding","strYdIG","strYvIG",1,NA
"16477","strife","strYf","stref;strYd;strYk;strYp;strYv",5,0.6
"16478","strike","strYk","strik;strYd;strYf;strYp;strYv;strok;str^k",7,0.428571428571429
"16479","string","strIG","sprIG;stIG;strIGX;strIGi;strIp;strcG;str^G",7,0.0952380952380952
"16480","stringency","strInJ|nsi","",0,NA
"16481","stringer","strIGX","strIG;strIGi",2,1
"16482","stringy","strIGi","strIG;strIGX",2,1
"16483","strip","strIp","skrIp;str@p;strIG;strYp;strap;trIp",6,0.2
"16484","stripe","strYp","str@p;strYd;strYf;strYk;strIp;strYv;strap;trYp",8,0.321428571428571
"16485","stripling","strIplIG","",0,NA
"16486","strive","strYv","strYd;strYf;strYk;strYp;strov",5,0.6
"16487","striven","strIvxn","",0,NA
"16488","striving","strYvIG","strYdIG",1,NA
"16489","stroboscope","strobxskop","",0,NA
"16490","stroboscopic","strobxskapIk","",0,NA
"16491","strode","strod","strYd;strok;strol;strov",4,0.5
"16492","stroke","strok","stok;strik;strYk;strod;strol;strov;str^k",7,0.285714285714286
"16493","stroll","strol","skrol;stol;strod;strok;strov;trol",6,0.2
"16494","strong","strcG","strc;strIG;str^G",3,0.333333333333333
"16495","stronger","strcGgX","",0,NA
"16496","stronghold","strcGhold","",0,NA
"16497","strongly","strcGli","",0,NA
"16498","strontium","stranCixm","",0,NA
"16499","strop","strap","stap;str@p;strIp;strYp",4,0.5
"16500","strophe","strofi","trofi",1,NA
"16501","strophic","strafIk","",0,NA
"16502","strove","strov","stov;strYv;strod;strok;strol",5,0.3
"16503","struck","str^k","strik;strYk;strok;str^m;str^G;str^t;st^k;tr^k",8,0.214285714285714
"16504","structure","str^kCX","strIkCX",1,NA
"16505","struggle","str^gL","str@gL",1,NA
"16506","strum","str^m","strim;str^k;str^G;str^t",4,0.5
"16507","strumpet","str^mpxt","",0,NA
"16508","strung","str^G","spr^G;strIG;strcG;str^k;str^m;str^t;st^G",7,0.19047619047619
"16509","strut","str^t","stret;strit;str^k;str^m;str^G",5,0.4
"16510","strychnine","strIknYn","",0,NA
"16511","stub","st^b","sn^b;st@b;st^bL;st^bi;st^k;st^d;st^f;st^n;st^G;s^b;t^b",11,0.236363636363636
"16512","stubble","st^bL","stebL;st^b;st^bi;st^mbL",4,0.166666666666667
"16513","stubborn","st^bXn","",0,NA
"16514","stubby","st^bi","st^b;st^bL;st^di;st^fi",4,0.333333333333333
"16515","stucco","st^ko","st^k",1,NA
"16516","stuck","st^k","st@k;stek;stck;stIk;stak;stok;str^k;st^b;st^ko;st^d;st^f;st^n;st^G;st^Gk;s^k;t^k",16,0.225
"16517","stud","st^d","sk^d;sp^d;sted;stEd;stid;stUd;st^b;st^k;st^di;st^f;st^n;st^G",12,0.257575757575758
"16518","student","studNt","",0,NA
"16519","studied","st^did","st^di",1,NA
"16520","studio","studio","",0,NA
"16521","studious","studixs","",0,NA
"16522","study","st^di","stEdi;st^bi;st^d;st^did;st^fi;stRdi",6,0.133333333333333
"16523","stuff","st^f","sn^f;st@f;stIf;st^b;st^k;st^d;st^fi;st^n;st^G;t^f",10,0.244444444444444
"16524","stuffy","st^fi","st^bi;st^di;st^f",3,0.333333333333333
"16525","stultification","st^lt|fxkeS|n","",0,NA
"16526","stultify","st^lt|fY","",0,NA
"16527","stumble","st^mbL","st^bL;t^mbL",2,0
"16528","stump","st^mp","sl^mp;st@mp",2,0
"16529","stun","st^n","s^n;sp^n;sten;stYn;stRn;ston;st^b;st^k;st^d;st^f;st^G;st^nt;t^n",13,0.230769230769231
"16530","stung","st^G","sl^G;stIG;str^G;st^b;st^k;st^d;st^f;st^n;st^Gk;s^G;sw^G;t^G",12,0.227272727272727
"16531","stunk","st^Gk","sk^Gk;sl^Gk;sp^Gk;st@Gk;stIGk;st^k;st^G;s^Gk",8,0.285714285714286
"16532","stunt","st^nt","stInt;st^n",2,0
"16533","stupefaction","stupxf@kS|n","",0,NA
"16534","stupefy","stupxfY","",0,NA
"16535","stupendous","stupEnd|s","",0,NA
"16536","stupid","stup|d","",0,NA
"16537","stupidity","stupId|ti","",0,NA
"16538","stupidly","stupxdli","",0,NA
"16539","stupor","stupX","stup",1,NA
"16540","sturdy","stRdi","stEdi;st^di",2,1
"16541","sturgeon","stRJ|n","sRJ|n",1,NA
"16542","stutter","st^tX","sp^tX",1,NA
"16543","sty","stY","sY;skY;slY;spY;ste;stYn;stu;stYl;stR;sto;tY",11,0.254545454545455
"16544","stylish","stYlIS","",0,NA
"16545","stylist","stYl|st","",0,NA
"16546","stylus","stYlxs","",0,NA
"16547","stymie","stYmi","",0,NA
"16548","styptic","stIptIk","",0,NA
"16549","suave","swav","slav;swab;swan;swap;swaS;swat;swaT;swaD;swRv",9,0.583333333333333
"16550","suavity","swavxti","",0,NA
"16551","sub","s^b","C^b;k^b;d^b;h^b;n^b;p^b;r^b;sn^b;sab;s^m;s^n;st^b;s^C;s^k;s^G;s^p;t^b",17,0.338235294117647
"16552","subaltern","sxbcltXn","",0,NA
"16553","subatomic","s^bxtamIk","",0,NA
"16554","subcommittee","s^bkxmIti","",0,NA
"16555","subconscious","s^bkanC|s","",0,NA
"16556","subcontinent","s^bkantN|nt","",0,NA
"16557","subcutaneous","s^bkyUtenixs","",0,NA
"16558","subdivide","s^bdxvYd","",0,NA
"16559","subdue","sxbdu","",0,NA
"16560","subject","s^bJIkt","",0,NA
"16561","subjective","s^bJEktIv","",0,NA
"16562","subjoin","s^bJOn","",0,NA
"16563","subjugate","s^bJIget","",0,NA
"16564","subjugation","s^bJ|geS|n","",0,NA
"16565","subjunctive","sxbJ^GktIv","",0,NA
"16566","sublet","s^blEt","",0,NA
"16567","sublimate","s^blxmet","",0,NA
"16568","sublimation","s^blxmeS|n","",0,NA
"16569","sublime","sxblYm","",0,NA
"16570","sublunar","s^blunX","",0,NA
"16571","submarine","s^bmXin","",0,NA
"16572","submerge","sxbmRJ","sxbmRs",1,NA
"16573","submerse","sxbmRs","sxbmRJ",1,NA
"16574","submit","sxbmIt","",0,NA
"16575","subnormal","s^bnormL","",0,NA
"16576","subnormality","s^bnorm@l|ti","",0,NA
"16577","subordinate","sxbordNxt","",0,NA
"16578","suborn","sxborn","",0,NA
"16579","subornation","s^borneS|n","",0,NA
"16580","subpoena","sxpinx","",0,NA
"16581","subscribe","sxbskrYb","",0,NA
"16582","subsequent","s^bsIkwxnt","",0,NA
"16583","subservience","sxbsRvixns","",0,NA
"16584","subside","sxbsYd","",0,NA
"16585","subsidence","sxbsYdNs","",0,NA
"16586","subsidiary","sxbsIdiEri","",0,NA
"16587","subsidize","s^bsxdYz","",0,NA
"16588","subsidy","s^bs|di","",0,NA
"16589","subsist","sxbsIst","",0,NA
"16590","subsoil","s^bsOl","",0,NA
"16591","subsonic","s^bsanIk","",0,NA
"16592","substance","s^bst|ns","",0,NA
"16593","substandard","s^bst@ndXd","",0,NA
"16594","substantial","sxbst@nCL","",0,NA
"16595","substantiate","sxbst@nCiet","",0,NA
"16596","substantive","s^bst|ntIv","",0,NA
"16597","substation","s^bsteS|n","",0,NA
"16598","substitute","s^bst|tut","",0,NA
"16599","substitution","s^bst|tuS|n","",0,NA
"16600","substratum","s^bstretxm","",0,NA
"16601","substructure","s^bstr^kCX","",0,NA
"16602","subterfuge","s^btXfyuJ","",0,NA
"16603","subterranean","s^btXenixn","",0,NA
"16604","subtile","s^tL","sk^tL;sEtL;S^tL;s^kL;s^pL",5,0.1
"16605","subtitle","s^btYtL","",0,NA
"16606","subtly","s^tli","s^li",1,NA
"16607","subtract","sxbtr@kt","",0,NA
"16608","subtrahend","s^btrxhEnd","",0,NA
"16609","subtropical","s^btrapIkL","",0,NA
"16610","suburb","s^bRb","",0,NA
"16611","suburban","sxbRb|n","",0,NA
"16612","suburbanite","sxbRb|nYt","",0,NA
"16613","subvention","sxbvEnC|n","",0,NA
"16614","subvert","sxbvRt","",0,NA
"16615","subway","s^bwe","",0,NA
"16616","succeed","sxksid","",0,NA
"16617","succinct","sxksIGkt","",0,NA
"16618","succor","s^kX","p^kX;sakX;s^k;s^kL;s^fX;s^mX;s^pX;t^kX",8,0.178571428571429
"16619","succotash","s^k|t@S","",0,NA
"16620","succulent","s^kyUlxnt","",0,NA
"16621","succumb","sxk^m","bxk^m;sk^m",2,0
"16622","such","s^C","d^C;h^C;m^C;sRC;sm^C;s^m;s^n;s^b;s^k;s^G;s^p;t^C",12,0.333333333333333
"16623","suchlike","s^ClYk","",0,NA
"16624","suck","s^k","b^k;C^k;d^k;l^k;m^k;p^k;s@k;sek;sik;S^k;sIk;sok;sak;s^m;s^n;st^k;s^b;s^kX;s^C;s^kL;s^lk;s^G;s^Gk;s^p;t^k",25,0.206666666666667
"16625","suckle","s^kL","b^kL;C^kL;sRkL;sYkL;n^kL;sIkL;s^tL;s^kX;s^k;s^pL",10,0.177777777777778
"16626","suckling","s^klIG","",0,NA
"16627","sucre","sukre","",0,NA
"16628","sucrose","sukros","",0,NA
"16629","suction","s^kS|n","sEkS|n",1,NA
"16630","sudden","s^dN","s@dN;sadN;s^dz",3,0.333333333333333
"16631","suds","s^dz","s^dN",1,NA
"16632","sue","su","bu;si;Cu;ku;du;yu;nu;gu;Ju;lu;mu;ru;sc;se;so;suX;Su;sY;sR;slu;sun;suT;suD;sW;sup;sO;stu;sut;Tu;tu;tu;hu;wu",33,0.34469696969697
"16633","suede","swed","sped;sted;sweJ;swen;swe;swid;wed",7,0.19047619047619
"16634","suet","su|t","sut",1,NA
"16635","suffer","s^fX","b^fX;sYfX;d^fX;s^kX;s^lfX;s^mX;s^pX",7,0.19047619047619
"16636","suffice","sxfYs","",0,NA
"16637","sufficiency","sxfIS|nsi","",0,NA
"16638","suffix","s^fIks","",0,NA
"16639","suffocate","s^fxket","",0,NA
"16640","suffocation","s^fxkeS|n","",0,NA
"16641","suffragan","s^frIgxn","",0,NA
"16642","suffrage","s^frIJ","",0,NA
"16643","suffragette","s^frIJEt","",0,NA
"16644","suffragist","s^frIJ|st","",0,NA
"16645","suffuse","sxfyuz","",0,NA
"16646","sugar","SUgX","",0,NA
"16647","sugarcane","SUgXken","",0,NA
"16648","suggest","sxgJEst","",0,NA
"16649","suicidal","suxsYdL","suxsYd",1,NA
"16650","suicide","suxsYd","suxsYdL",1,NA
"16651","suit","sut","but;Sut;sYt;kut;hut;Jut;lut;mut;nut;rut;s@t;set;sit;sEt;suX;sIt;sun;sUt;suT;suD;sat;sct;sup;su;su|t;sutX;tut",27,0.276353276353276
"16652","suitability","sutxbIl|ti","stxbIl|ti",1,NA
"16653","suitable","sutxbL","",0,NA
"16654","suitableness","sutxbLn|s","",0,NA
"16655","suitcase","sutkes","",0,NA
"16656","suite","swit","sit;slit;swat;swEt;swid;swip;switN;twit;hwit",9,0.111111111111111
"16657","suiting","sutIG","stIG",1,NA
"16658","suitor","sutX","nutX;setX;sEtX;suX;sut;suCX;tutX",7,0.19047619047619
"16659","sulfa","s^lfx","s^lfX",1,NA
"16660","sulfanilamide","s^lfxnIlxmYd","",0,NA
"16661","sulfureous","s^lfyUrixs","s^lfyUrxs",1,NA
"16662","sulk","s^lk","b^lk;h^lk;sIlk;sk^lk;s^k;s^li;s^Gk",7,0.0952380952380952
"16663","sullen","s^lxn","m^lxn;s^mxn",2,0
"16664","sully","s^li","d^li;g^li;s@li;sIli;soli;s^tli;s^lk;sRli",8,0.25
"16665","sulphate","s^lfet","",0,NA
"16666","sulphur","s^lfX","s^fX;s^lfx",2,0
"16667","sulphuric","s^lfyUrIk","",0,NA
"16668","sulphurous","s^lfyUrxs","s^lfyUrixs",1,NA
"16669","sultan","s^ltN","",0,NA
"16670","sultana","s^lt@nx","",0,NA
"16671","sultry","s^ltri","",0,NA
"16672","sumach","sum@k","sm@k",1,NA
"16673","summarily","sxmErxli","",0,NA
"16674","summarize","s^mXYz","",0,NA
"16675","summary","s^mXi","s^mX",1,NA
"16676","summation","s^meS|n","",0,NA
"16677","summer","s^mX","m^mX;sImX;s^m;s^kX;s^fX;s^mXi;s^pX",7,0.142857142857143
"16678","summit","s^mxt","s^mxn",1,NA
"16679","summon","s^mxn","s@mxn;simxn;simxn;sRmxn;s^lxn;s^mxt;s^mxnz",7,0.238095238095238
"16680","summons","s^mxnz","s^mxn",1,NA
"16681","sumptuous","s^mpCuxs","",0,NA
"16682","sundae","s^nde","m^nde;s^ndX",2,0
"16683","sunder","s^ndX","xs^ndX;sIndX;s^nde;T^ndX;^ndX;w^ndX",6,0.2
"16684","sundial","s^ndYL","",0,NA
"16685","sundries","s^ndriz","",0,NA
"16686","sunfish","s^nfIS","",0,NA
"16687","sung","s^G","b^G;d^G;h^G;l^G;r^G;s@G;sIG;sl^G;s^m;s^n;scG;st^G;s^b;s^C;s^k;s^Gk;s^p;sw^G;t^G;y^G",20,0.236842105263158
"16688","sunk","s^Gk","b^Gk;C^Gk;d^Gk;f^Gk;h^Gk;J^Gk;m^Gk;p^Gk;s@Gk;sIGk;sk^Gk;sl^Gk;sp^Gk;st^Gk;s^k;s^lk;s^G",17,0.279411764705882
"16689","sunken","s^Gk|n","",0,NA
"16690","sunlight","s^nlYt","",0,NA
"16691","sunshine","s^nSYn","",0,NA
"16692","sup","s^p","k^p;p^p;s@p;sip;sIp;sop;s^m;s^n;sap;sup;s^b;s^C;s^k;s^G;s^pX;s^pL;^p",17,0.25
"16693","superabundant","supXxb^ndNt","",0,NA
"16694","superb","sUpRb","",0,NA
"16695","supercargo","supXkargo","",0,NA
"16696","supercilious","supXsIlixs","",0,NA
"16697","superego","supXigo","",0,NA
"16698","superficial","supXfISL","",0,NA
"16699","superfluity","supXflu|ti","",0,NA
"16700","superfluous","sUpRfluxs","",0,NA
"16701","superhighway","supXhYwe","",0,NA
"16702","superintend","supXIntEnd","",0,NA
"16703","superior","sxpIriX","",0,NA
"16704","superlative","sUpRl|tIv","",0,NA
"16705","supernal","sUpRnL","",0,NA
"16706","supernatural","supXn@CXL","",0,NA
"16707","superpose","supXpoz","",0,NA
"16708","superscribe","supXskrYb","",0,NA
"16709","superscription","supXskrIpS|n","",0,NA
"16710","supersede","supXsid","",0,NA
"16711","superstructure","supXstr^kCX","",0,NA
"16712","supervene","supXvin","",0,NA
"16713","supervise","supXvYz","supXvYzX",1,NA
"16714","supervision","supXvIZ|n","",0,NA
"16715","supervisor","supXvYzX","supXvYz;supXvYzXi",2,0
"16716","supervisory","supXvYzXi","supXvYzX",1,NA
"16717","supine","sUpYn","spYn",1,NA
"16718","supper","s^pX","sk^pX;s^kX;s^fX;s^mX;s^p;s^pL;^pX",7,0.19047619047619
"16719","supplant","sxpl@nt","",0,NA
"16720","supple","s^pL","k^pL;sipL;s^tL;s^kL;s^p;s^pX",6,0.133333333333333
"16721","supplement","s^plxmxnt","",0,NA
"16722","supplemental","s^plxmEntL","",0,NA
"16723","suppliant","s^plixnt","",0,NA
"16724","supplicant","s^plIk|nt","",0,NA
"16725","supplicate","s^plxket","",0,NA
"16726","supplication","s^plxkeS|n","",0,NA
"16727","supply","sxplY","xplY",1,NA
"16728","support","sxport","xport;sport",2,1
"16729","suppose","sxpoz","xpoz;sxpozd",2,0
"16730","supposed","sxpozd","sxpoz",1,NA
"16731","supposition","s^pxzIS|n","",0,NA
"16732","suppository","sxpaz|tori","",0,NA
"16733","suppress","sxprEs","xprEs",1,NA
"16734","suppurate","s^pyxret","",0,NA
"16735","suppuration","s^pyxreS|n","",0,NA
"16736","supremacy","sUprEmxsi","",0,NA
"16737","supreme","sxprim","",0,NA
"16738","surcease","sRsis","",0,NA
"16739","surcharge","sRCarJ","",0,NA
"16740","surcingle","sRsIGgL","",0,NA
"16741","sure","SUr","xSUr;lUr;SEr;SIr;SYr;SUk;Sor;SUd;tUr",9,0.222222222222222
"16742","surety","SUrxti","",0,NA
"16743","surface","sRfxs","sRvxs;sRfxt",2,0
"16744","surfboard","sRfbord","",0,NA
"16745","surfeit","sRfxt","sRfxs",1,NA
"16746","surgeon","sRJ|n","bRJ|n;stRJ|n;vRJ|n",3,0.333333333333333
"16747","surgery","sRJXi","pRJXi",1,NA
"16748","surgical","sRJIkL","",0,NA
"16749","surly","sRli","bRli;Rli;s@li;sIli;soli;s^li;sRi",7,0.333333333333333
"16750","surmise","sXmYz","",0,NA
"16751","surmount","sXmWnt","",0,NA
"16752","surname","sRnem","",0,NA
"16753","surpass","sXp@s","",0,NA
"16754","surplice","sRplxs","sRpl^s",1,NA
"16755","surplus","sRpl^s","sRplxs",1,NA
